id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,comment_text_clean,toxicity_score
sample_2565,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2566,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2567,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2568,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2569,This content is inappropriate,1,0,1,0,0,1,this content is inappropriate,1
sample_2570,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2571,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2572,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2573,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2574,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2575,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2576,This is completely unacceptable behavior,1,0,0,1,1,0,this is completely unacceptable behavior,1
sample_2577,Your argument makes no sense,1,1,1,0,1,0,your argument makes no sense,1
sample_2578,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2579,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2580,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2581,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2582,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2583,I strongly disagree with your opinion,1,0,0,0,0,0,i strongly disagree with your opinion,1
sample_2584,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2585,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2586,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2587,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2588,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2589,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2590,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2591,This content is inappropriate,1,0,1,0,1,0,this content is inappropriate,1
sample_2592,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2593,Your argument makes no sense,1,0,1,0,0,0,your argument makes no sense,1
sample_2594,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2595,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2596,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2597,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2598,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2599,Your argument makes no sense,1,1,0,1,0,0,your argument makes no sense,1
sample_2600,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2601,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2602,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2603,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2604,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2605,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2606,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2607,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2608,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2609,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2610,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2611,I strongly disagree with your opinion,1,0,0,0,0,1,i strongly disagree with your opinion,1
sample_2612,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2613,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2614,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2615,Your argument makes no sense,1,0,0,0,0,0,your argument makes no sense,1
sample_2616,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2617,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2618,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2619,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2620,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2621,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2622,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2623,Your argument makes no sense,1,0,1,0,0,0,your argument makes no sense,1
sample_2624,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2625,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2626,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2627,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2628,I strongly disagree with your opinion,1,1,1,0,0,0,i strongly disagree with your opinion,1
sample_2629,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2630,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2631,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2632,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2633,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2634,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2635,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2636,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2637,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2638,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2639,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2640,You're absolutely wrong about this,1,0,1,0,0,0,youre absolutely wrong about this,1
sample_2641,This content is inappropriate,1,0,0,0,1,0,this content is inappropriate,1
sample_2642,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2643,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2644,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2645,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2646,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2647,You're absolutely wrong about this,1,0,0,0,0,0,youre absolutely wrong about this,1
sample_2648,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2649,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2650,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2651,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2652,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2653,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2654,I strongly disagree with your opinion,1,0,0,0,0,0,i strongly disagree with your opinion,1
sample_2655,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2656,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2657,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2658,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2659,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2660,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2661,Your argument makes no sense,1,1,0,0,1,0,your argument makes no sense,1
sample_2662,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2663,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2664,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2665,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2666,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2667,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2668,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2669,Your argument makes no sense,1,0,1,0,0,0,your argument makes no sense,1
sample_2670,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2671,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2672,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2673,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2674,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2675,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2676,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2677,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2678,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2679,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2680,This is completely unacceptable behavior,1,0,0,0,0,0,this is completely unacceptable behavior,1
sample_2681,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2682,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2683,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2684,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2685,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2686,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2687,I strongly disagree with your opinion,1,0,1,1,1,0,i strongly disagree with your opinion,1
sample_2688,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2689,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2690,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2691,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2692,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2693,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2694,This content is inappropriate,1,0,0,0,0,1,this content is inappropriate,1
sample_2695,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2696,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2697,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2698,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2699,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2700,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2701,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2702,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2703,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2704,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2705,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2706,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2707,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2708,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2709,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2710,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2711,I strongly disagree with your opinion,1,0,0,0,0,0,i strongly disagree with your opinion,1
sample_2712,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2713,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2714,This is completely unacceptable behavior,1,1,0,0,0,0,this is completely unacceptable behavior,1
sample_2715,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2716,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2717,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2718,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2719,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2720,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2721,Your argument makes no sense,1,1,0,0,0,0,your argument makes no sense,1
sample_2722,You're absolutely wrong about this,1,0,0,1,1,0,youre absolutely wrong about this,1
sample_2723,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2724,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2725,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2726,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2727,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2728,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2729,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2730,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2731,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2732,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2733,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2734,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2735,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2736,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2737,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2738,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2739,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2740,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2741,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2742,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2743,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2744,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2745,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2746,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2747,This content is inappropriate,1,0,0,0,0,0,this content is inappropriate,1
sample_2748,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2749,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2750,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2751,This is completely unacceptable behavior,1,0,1,0,0,0,this is completely unacceptable behavior,1
sample_2752,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2753,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2754,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2755,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2756,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2757,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2758,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2759,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2760,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2761,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2762,This content is inappropriate,1,1,1,0,0,0,this content is inappropriate,1
sample_2763,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2764,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2765,You're absolutely wrong about this,1,1,0,0,1,0,youre absolutely wrong about this,1
sample_2766,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2767,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2768,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2769,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2770,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2771,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2772,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2773,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2774,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2775,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2776,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2777,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2778,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2779,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2780,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2781,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2782,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2783,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2784,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2785,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2786,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2787,I strongly disagree with your opinion,1,1,1,1,1,0,i strongly disagree with your opinion,1
sample_2788,This is completely unacceptable behavior,1,1,1,0,0,0,this is completely unacceptable behavior,1
sample_2789,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2790,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2791,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2792,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2793,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2794,I strongly disagree with your opinion,1,0,0,0,0,0,i strongly disagree with your opinion,1
sample_2795,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2796,I strongly disagree with your opinion,1,0,1,0,1,0,i strongly disagree with your opinion,1
sample_2797,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2798,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2799,This is completely unacceptable behavior,1,0,0,0,0,0,this is completely unacceptable behavior,1
sample_2800,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2801,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2802,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2803,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2804,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2805,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2806,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2807,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2808,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2809,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2810,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2811,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2812,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2813,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2814,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2815,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2816,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2817,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2818,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2819,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2820,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2821,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2822,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2823,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2824,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2825,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2826,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2827,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2828,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2829,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2830,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2831,This is completely unacceptable behavior,1,0,1,0,0,0,this is completely unacceptable behavior,1
sample_2832,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2833,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2834,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2835,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2836,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2837,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2838,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2839,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2840,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2841,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2842,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2843,This content is inappropriate,1,0,0,0,1,0,this content is inappropriate,1
sample_2844,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2845,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2846,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2847,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2848,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2849,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2850,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2851,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2852,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2853,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2854,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2855,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2856,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2857,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2858,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2859,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2860,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2861,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2862,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2863,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2864,This is completely unacceptable behavior,1,0,1,0,1,0,this is completely unacceptable behavior,1
sample_2865,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2866,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2867,I strongly disagree with your opinion,1,1,0,0,0,0,i strongly disagree with your opinion,1
sample_2868,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2869,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2870,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2871,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2872,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2873,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2874,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2875,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2876,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2877,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2878,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2879,I strongly disagree with your opinion,1,0,0,0,0,0,i strongly disagree with your opinion,1
sample_2880,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2881,You're absolutely wrong about this,1,0,0,0,1,0,youre absolutely wrong about this,1
sample_2882,I strongly disagree with your opinion,1,1,0,0,0,0,i strongly disagree with your opinion,1
sample_2883,I strongly disagree with your opinion,1,0,0,0,1,0,i strongly disagree with your opinion,1
sample_2884,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2885,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_2886,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_2887,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2888,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2889,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2890,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_2891,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_2892,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2893,This is completely unacceptable behavior,1,0,0,0,1,0,this is completely unacceptable behavior,1
sample_2894,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_2895,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
